recipeID,recipeName,recipeType,recipeMaterialId,recipeMaterial,recipeCount,recipePrepartion,recipeCooking,recipeDescription
453,Herkes Tarifini Soracak: Elmalı Turta Kurabiye,TATLI KURABİYE TARİFLERİ,"['197', '9', '123', '42', '24', '34', '121', '168', '99', '71', '79', '123', '163', '123']","['oda sıcaklığında margarin', 'yumurta', 'pudra şekeri', 'buğday nişastası', 'yoğurt', 'ayçiçek yağı', 'kabartma tozu', 'vanilya', 'un', 'elma', 'ceviz içi', 'toz şeker', 'tarçın', 'pudra şekeri']",25 adet,30 dakika,20 dakika,Hamur için gerekli olan un hariç tüm malzemeleri bir yoğurma kabına alın ve unu azar azar ekleyerek yoğurun. Kulak memesi kıvamında yumuşak bir hamur elde edeceksiniz.Hazırladığınız hamuru streç filmle kaplayın ve yaklaşık 1 saat buzdolabında dinlendirin.İç harcı için elmaları rendeleyin ve yapışmaz tabanlı bir tavaya alın. Ocağın altını açın ve içine robottan çektiğiniz cevizleri ve toz şekeri de ekleyin. Ara ara karıştırarak elmalar suyunu çekene dek yaklaşık 15 dakika bu şekilde pişirin. Ardından tarçını da ilave edip karıştırın ve ocağın altını kapatın.Dinlenmiş olan hamuru alın ve merdane yardımıyla ince bir şekilde açın. Bir bardak yardımıyla cupcake ya da muffin tepsinizdeki bölmelere uygun olacak şekilde kesin.Bölmelere yerleştirin.Artan hamuru tekrar açarak şeritler halinde kesin.İçlerine hazırladığın iç harcı doldurun.  Kestiğiniz hamurlarla turtaların üstünü süsleyinÖnceden ısıtılmış 170 derece fırında yaklaşık 20 dakika pişmeye bırakın. Üstleri hafifçe kızardığında turta kurabiyeleriniz pişmiş demektir.Fırından çıkartın ve soğumalarını bekleyin. Ardından tepsiden çıkartın ve bir servis tabağına alın. Pudra şekeri ile süsleyerek servis edin.
454,15 Dakikada Hazır: Düdüklüde Ezogelin Çorbası,ÇORBA TARİFLERİ,"['74', '3', '189', '102', '176', '17', '60', '183', '127', '144', '185']","['kırmızı mercimek', 'soğan', 'biber salçası', 'tereyağı', 'sıvı yağ', 'pirinç', 'bulgur', 'pul biber', 'karabiber', 'sıcak su', 'tuz']",6 kişilik,10 dakika,15 dakika,"Tereyağı, zeytinyağı ve soğanları tencerenin içerisine alın. Hafifçe kavurun.Üzerine salçayı ve yıkanmış mercimekleri ilave ederek kavurmaya devam edin.Ardından üzerine tüm baharatları, pirinç ve bulguru ekleyerek kavurun.Son olarak suyunu ilave edip kapağını kapatın ve ocağınızın altını kısarak pişmeye bırakın.15 dakikanın sonunda tencerenizin kapağını açın.Çorbanızı güzelce karıştırın ve servis edin. Afiyetler olsun!"
456,Bulgursuz da Olur: Karnabahar Kısırı,SALATA TARİFLERİ,"['112', '39', '3', '1', '189', '94', '8', '16', '3', '195', '72', '144', '185', '183']","['karnabahar', 'zeytinyağı', 'soğan', 'domates salçası', 'biber salçası', 'limon', 'maydanoz', 'marul', 'taze soğan', 'toz kırmızı biber', 'nar ekşisi', 'sumak', 'tuz', 'pul biber']",4 kişilik,10 dakika,15 dakika,"Karnabaharı güzelce yıkadıktan sonra rondodan geçirin. Bulgur boyutunda olacak.Tavaya yağı alın soğanları soteleyin. Salçaları da ekleyerek kavurun.Rondodan geçirdiğiniz karnabaharları da ekleyerek 10 dakika kadar karıştırarak pişirin.Piştikten sonra derin bir kaba alın ve ılınmasını bekleyin.Maydanozu, yeşil soğanı ve marulu ince ince kıyın ve karnabahara ekleyin.Üzerine tuz ve baharatları ekleyin. Limon suyu ve nar ekşisini de ekleyip güzelce karıştırın.Cevizi de ekleyip karıştırdıktan sonra afiyetle tüketin."
458,Doyurucu ve Pratik: Kıymalı Makarna,MAKARNA TARİFLERİ,"['178', '39', '41', '3', '96', '1', '1', '144', '185', '183', '105', '127', '196', '199', '61']","['spagetti', 'zeytinyağı', 'orta yağlı kıyma', 'kuru soğan', 'sarımsak', 'domates salçası', 'domates püresi', 'sıcak su', 'tuz', 'pul biber', 'kimyon', 'karabiber', 'toz acı biber', 'defne yaprağı', 'makarnanın haşlama suyu']",4 kişilik,15 dakika,20 dakika,"Kıymalı sos için geniş bir tavaya zeytinyağını alın ve ısındıktan sonra kıymayı ekleyerek kavurmaya başlayın. Kıyma renk alınca mümkün olduğunda küçük küpler halinde doğradığını soğanı ve rendelenmiş sarımsağı ekleyin.3-4 dakika sonra domates salçasını ekleyin ve kıymayla bütünleşene dek karıştırın. 1-2 dakika bu şekilde pişirin.Ardından domates püresini, sıcak suyu, baharatlarını ve tuzunu ekleyip karıştırın. Son olarak defne yaprağını da ekleyin ve kapağını kapatarak kısık ateşe 10 dakika pişmeye bırakın.Sos pişerken spagetti makarnayı paketi üzerinde belirtilen yönlendirmelere göre haşlayın. Haşlama suyunda tercihen 1 silme tatlı kaşığı tuz kullanın. Haşlama suyundan 2 kepçe alarak sosa eklemek üzere kenara ayırın.Sosun kıvamını kontrol ettikten sonra ayırmış olduğunuz 2 kepçe haşlama suyunu ekleyin, hafifçe karıştırın.Haşlayıp süzmüş olduğunuz spagetti makarnayı sosun içerisine alıp güzelce karıştırın. Tavayı ileri geri hareket ettirerek sosa daha iyi bulanmasını sağlayabilirsiniz. Sos ve makarna birleşene dek dikkatlice karıştırarak pişirmeniz yeterli olacaktır.İsteğe göre üzerine olgunlaşmış peynir rendeleyip servis edebilirsiniz, afiyet olsun!"
460,Fırın Bonuslu: Mantarlı Patates Yemeği,SEBZE TARİFLERİ,"['76', '4', '102', '185', '127', '80', '187', '126']","['mantar', 'patates', 'tereyağı', 'tuz', 'iri çekilmiş karabiber', 'cheddar peyniri', 'kaşar peyniri', 'kapari turşusu']",4 kişilik,20 dakika,25 dakika,"Fırını 165 dereceye ayarlayın.Mantarların kabuklarını dilerseniz nemli temiz bezle silerek temizleyebilir veya hafifçe dışını soyarak temizleyin.İri iri doğrayın. Patateslerin de kabuklarını soyun ve mantarlala aynı büyüklükte olacak şekilde doğrayın.Patates ve mantarları bir kabın içine alın ve erimiş tereyağını, kaparıi turşusunu, tuz ve karabiberi iyie karıştırın.Isıya dayanıklı bir fırın kabına patates ve mantarları yerleştirin. Fırında 25-30 dakika pişirin.Fırından çıkartın ve üzerine kaşar ve cheddar peynirlerini yerleştirin. Tekrar fırınlayın.Peynirler eriyene ve patatesler iyice yumuşayana kadar pişirmeye devam edin. İşte bu kadar, afiyetler olsun."
461,Lezzeti Katman Katman: Karamelli Etimek Tatlısı,SÜTLÜ TATLI TARİFLERİ,"['178', '123', '144', '23', '109', '99', '123', '102', '168', '14']","['etimek', 'toz şeker', 'sıcak su', 'süt', 'nişasta', 'un', 'şeker', 'tereyağı', 'vanilya', 'krem şanti']",8 kişilik,20 dakika,10 dakika,"1,5 su bardağı toz şekeri küçük bir tencereye alın ve ara ara karıştırarak erimesini sağlayın. Yanmamasına dikkat edin.Şeker eriyip altın sarısı renge gelince 2 su bardağı sıcak su ekleyin, orta dereceli ateşte kaynatın. Akışkan bir kıvam alınca ocağın altını kapatabilirsiniz.Etimekleri uzun dikdörtgen bir borcama dizin. Boşta kalan yerleri etimekleri kırarak doldurabilirsiniz. Ardından hazırlamış olduğunuz karameli, etimeklerin üzerinde gezdirin.Bir tencereye süt, un, şeker ve nişastayı alıp karıştırın. Ardından ocağın altını açın ve çırparak kaynayıp, koyulaşmasını sağlayın.Göz göz olmaya başlayınca içerisine vanilya ve 1 yemek kaşığı tereyağı ekleyip, ocaktan alın. Karıştırarak tereyağının erimesini sağlayın.İlk sıcaklığını saldıktan sonra etimeklerin üzerine muhallebiyi güzelce yayın ve her yerine paylaştırın. Ilıyınca buzdolabına kaldırın ve soğutun.Tatlı dolap da soğurken krem şantiyi hazırlayın. Tam anlamıyla soğumuş olan muhallebinin üzerine dökün ve yayın.1-2 saat kadar dolapta bekletip, servis edebilirsiniz. Afiyet olsun"
462,Her Anınızı Mutlu Kılmaya Geldi: Portakallı Çikolatalı Pasta,PASTA TARİFLERİ,"['176', '9', '102', '99', '121', '12', '123', '23', '12', '73', '23', '102', '12', '123', '20', '23']","['sıvı yağ', 'yumurta', 'tereyağı', 'un', 'kabartma tozu', 'kakao', 'toz şeker', 'süt', 'bitter çikolata (yüzde 60 kakao içeren)', 'portakal kabuğu rendesi', 'sütlü çikolata', 'tereyağı', 'kakao', 'pudra şekeri', 'krema', 'ılık süt']",6 kişilik,30 dakika,25 dakika,"Şeker ve tereyağını bir kabın içerisine alın. Orta devirde mikser yardımıyla kremamsı bir kıvam alana kadar çırpmaya başlayın.Ardından içerisine tek tek yumurtayı kırın. Her kırdığınız yumurtanın ardından çırpma işlemine devam edin.Ardından bu karışımın içerisine sütü ve sıvı yağı ilave edip güzelce karıştırın.Çikolatayı benmari usulü eritin, oda sıcaklığında bir miktar dinlendirip hafifçe ılıttıktan sonra karışıma ekleyin ve çırpın.Unu eleyerek kontrollü bir biçimde karışıma ilave edin. Bu aşamada azar azar un ilave edip, spatula yardımıyla karıştırmanızı öneriyoruz. Böylelikle un miktarının fazla ya da az gelmesini önlemiş olursunuz.Tüm malzemeleri spatula yardımıyla alttan üste doğru yedirerek, un kırıntısı kalmayana kadar karıştırın.Kakao, vanilya, portakal kabuğu rendesi ve kabartma tozunu ekleyerek iyice karıştırdıktan sonra, yağlanmış ve unlanmış yuvarlak kelepçeli bir kalıba kek harcınızı aktarın.180 derecede önceden ısıtılmış fırında yaklaşık 25 dakika kadar pişirin. Pişip pişmediğini kontrol etmek için bir kürdandan yardım alın.Pişince çıkarıp oda sıcaklığında soğumaya bırakın.Bitter çikolatayı benmari usulü eritin.Bir kabın içinde tereyağını kremamsı bir kıvam alana kadar çırpın.İçerisine kremayı da ilave edip birkaç dakika daha çırpın.Ardından eritilmiş çikolatayı azar azar içerisine ilave ederek çırpma işlemine devam edin.Son olarak pudra şekeri ve kakaoyu da ekleyerek birkaç dakika daha çırpın. Hazırladığınız dolgu kremasını streç film ile sararak dolapta 15 dakika kadar dinlendirin.Pişen ve dinlenen kekinizi ip ya da bıçak yardımıyla ortadan ikiye bölün.Her iki parçayı da ılık sütü kaşık kaşık dökerek hafifçe ıslatın.Ardından orta boy bir tabağa kekin tabanını oturtun.Üzerine dolgu kremasını sürün.Diğer parçayı da oturttuktan sonra dolgu kremasını spatula yardımıyla kaplayın.Üzerini portakal kabuğu rendesiyle süsledikten sonra buzdolabında yaklaşık 3 saat kadar, vaktiniz varsa 1 gece dinlendirin. Ardından dilimleyerek servis edin."
463,"Kabartma Tozu Yok, Yumurta Yok: Tarçınlı Kolay Kurabiye",TATLI KURABİYE TARİFLERİ,"['102', '123', '168', '99', '163', '123']","['oda sıcaklığında tereyağı', 'pudra şekeri', 'vanilya', 'un', 'tarçın', 'tarçın ve pudra şekeri karışımı']",2 büyük tepsi,15 dakika,18 dakika,Orta boy bir kabın içerisine tereyağını alın. Üzerine pudra şekerini ekleyin ve mikser yardımıyla karıştırın.Ardından içine un ve vanilyayı ekleyerek ele yapışmayan bir kurabiye hamuru elde edene kadar güzelce yoğurun.İçine tarçını ilave edip bir müddet daha yoğurduktan sonra streç filme sarın ve buzdolabında 20 dakika kadar dinlendirin. Vaktiniz yoksa dinlendirmeden de pişirme işlemine geçebilirsiniz.Kurabiye hamurundan cevizden biraz büyük parçalar alın ve yuvalayarak şekil verin.Yağlı kağıt serili fırın tepsisinin üzerine kurabiyeleri dizin.180 derecede önceden ısıtılmış fırında üzeri hafif renk değiştirene kadar 15-18 dakika arası kontrollü bir şekilde pişirin.Çıkarıp oda sıcaklığında dinlendirdikten sonra üzerine tarçınlı pudra şekeri karışımını serpin ve afiyetle tüketin.
464,Kızartmaya Gerek Yok: Fırında Patates Cipsi,TUZLU ATIŞTIRMALIK TARİFLERİ,"['4', '144', '185', '39', '195', '48', '127', '185', '96', '99']","['patates', 'soğuk su', 'tuz', 'zeytinyağı', 'toz kırmızı biber', 'kekik', 'karabiber', 'tuz', 'sarımsak tozu', 'kajun baharatı']",1 kase,15 dakika,20 dakika,Patateslerin kabuklarını soyun ve güzelce yıkayın. Bir soyma aparatı ile patatesleri ince ince dilimleyin. Elde ettiğiniz patates dilimlerini nişastalarını bırakmaları için soğuk su ve tuz eklediğiniz kasenin içerisine alın. Yaklaşık 15 dakika bekletip süzün ve güzelce kurulayın.Derin bir kasenin içerisine baharatları koyun ve zeytinyağını ekleyin.Ardından patates dilimleri ve hazırladığınız sosla harmanlayın.Yağlı kağıt serili fırın tepsisine aralıklı olarak dizin.Önceden ısıtılmış 200 derecelik fırında 10 dakika kadar pişirin. Ardından fırından çıkarıp patateslerin diğer tarafı kızarması için hepsini ters çevirin. Tekrar 10 dakika daha kontrollü olarak pişirin.Sevdiğiniz soslar ile servis edin. Afiyet olsun!
465,Anında Ferahlama: Soğuk Çorba,ÇORBA TARİFLERİ,"['24', '144', '2', '60', '38', '135', '96', '39', '185', '35']","['yoğurt', 'soğuk su', 'salatalık', 'ince bulgur', 'kuru nane', 'haşlanmış nohut', 'sarımsak', 'zeytinyağı', 'tuz', 'dereotu']",5 kişilik,15 dakika,10 dakika,"Bulguru bir tencere alın ve üstüne geçecek kadar su ekledikten sonra ocağın altını açıp 10 dakika kadar haşlayın.Haşlanmış bulgurları soğuk sudan geçirin ve süzün.Alacalı doğradığınız salatalıkları küp küp doğrayın.Yoğurdu suyla birlikte güzelce çırpın.İçine salatalıkları, haşlanmış nohutu, haşlanmış bulguru, tuz, zeytinyağı ve rendelenmiş sarımsağı ekleyin.Son olarak kuru naneyi de ilave edin ve güzelce karıştırın.Kaselere paylaştırıp dereotu ile süsleyerek servis edin. Afiyet olsun."
466,Pilavın En Yakın Dostu: Nohut Yemeği,BAKLİYAT TARİFLERİ,"['178', '102', '176', '3', '1', '189', '185', '127', '195', '135', '144']","['kuşbaşı dana eti', 'tereyağı', 'sıvı yağ', 'soğan', 'domates salçası', 'biber salçası', 'tuz', 'karabiber', 'toz kırmızı biber', 'nohut (bir gece önceden ıslatılmış)', 'su']",4 kişilik,15 dakika,20 dakika,"300 gram kuşbaşı eti, üzerini 2 parmak geçecek kadar su ekleyin.Yumuşayana kadar haşlayın.3 yemek kaşığı tereyağını 1 yemek kaşığı sıvı yağ ile birlikte tencerede kızdırın.Üzerine 1 adet yemeklik doğranmış soğanı da ekleyin ve pembeleşinceye kadar kavurun.1 yemek kaşığı domates salçası, yarım yemek kaşığı biber salçası, 1'er çay kaşığı tuz, karabiber ve toz kırmızı biber ve haşlanmış kuşbaşını da ilave edip karıştırmaya devam edin.Son olarak 500 gram haşlanmış nohut, 2 kepçe et suyu ve 2 su bardağı suyu da ekleyip tencerenin kapağını kapatıp pişirmeye bırakın.Etler yumuşacık olduğunda ve yemeğin suyu hafif koyulaşınca nohut yemeğiniz olmuş demektir, afiyet olsun!"
467,Pamuk Gibi Yumuşacık: Sütsüz Kek,KEK TARİFLERİ,"['9', '123', '144', '144', '121', '176', '168', '12', '99', '94']","['yumurta', 'toz şeker', 'maden suyu', 'su', 'kabartma tozu', 'sıvı yağ', 'vanilya', 'kakao', 'un', 'limon suyu']",6 kişilik,15 dakika,35 dakika,"Bir kabın içerisine yumurtaları kırın. Üzerine toz şeker ilave edip, kremamsı bir kıvam alana kadar 3-4 dakika kadar çırpın.Ardından bu karışımın içerisine su, sıvı yağ ve sodayı ilave ederek karıştırın.Unu eleyerek, azar azar ilave ederek spatula yardımıyla güzelce karıştırın. Ardından vanilyayı ve kabartma tozunu da ekleyin.Kabartma tozunun üzerine limon suyunu ilave ederek etkisini arttırın ve spatula yardımıyla tüm malzemeyi pürüzsüz bir kıvam alana kadar güzelce karıştırın.Kek harcından bir bölümünü ayırın ve içine kakao ilave ederek çırpın.Yağlanmış, unlanmış orta boy bir kek kalıbına önce sade harcın bir bölümünü ardından kakaolu harcın bir bölümünü aktarın. Tüm harç bitene kadar işlemi tekrar edin.180 derecede önceden ısıtılmış fırında 30-35 dakika kadar pişirin. Çıkarıp oda sıcaklığında soğuduktan sonra dilimleyerek servis edin."
468,Hafiflik ve Pratiklik Bir Arada: Dereotlu Kabak Tarator,MEZE TARİFLERİ,"['39', '5', '35', '96', '24', '185', '127', '39']","['zeytinyağı', 'kabak', 'dereotu', 'sarımsak', 'süzme yoğurt', 'tuz', 'karabiber', 'zeytinyağı']",4 kişilik,10 dakika,5 dakika,"İlk olarak kabakları yıkayın ve kabuklarını soymadan rendeleyin.Bir tavayı ocağa alın biraz zeytinyağı ekleyin ve kabakları içerisine bırakın. Kabakları 5 dakika sote edip acı kokusu çıkmasını sağlayın.Acı koku çıktıktan sonra ocaktan almadan önce tuz ilave edin.Son olarak karabiberi ekleyip güzelce karıştırın.Kabağı soğuması için bir kaba alın ve dinlendirin.Bir kaseye yoğurdu alın, içerisine kıyılmış dereotunu ve sarımsağı ekleyin.Çırpıp malzemeleri güzelce birleştirin.Daha sonra içerisine soğuyan kabakları atın ve karıştırın.Üzerine zeytinyağı gezdirerek, dilediğiniz gibi servis edin, afiyet olsun."
470,Ne de Olsa Sağlıklı: Fırında Karnabahar Mücveri,SEBZE TARİFLERİ,"['112', '5', '9', '188', '3', '35', '42', '39', '185', '127', '39']","['karnabahar', 'kabak', 'yumurta', 'yarım yağlı beyaz peynir', 'taze soğan', 'dereotu', 'tam buğday unu', 'zeytinyağı', 'tuz', 'karabiber', 'zeytinyağı']",10 dilim,10 dakika,50 dakika,"Çiçeklerine ayırdığınız karnabaharı, bol suyla yıkadıktan sonra derin bir tencereye alın.Üzerini geçecek kadar kaynar su ve 1/2 çay kaşığı tuz ilavesiyle 8-10 dakika kadar haşlayın.Kabuğunu soyduğunuz kabakları ve yarım yağlı beyaz peyniri rendenin kalın tarafıyla rendeleyin. Taze soğan, dereotu ve maydanozu ince ince doğrayın.Haşlanan karnabaharları, suyunu süzdükten sonra karıştırma kabına alın. Bir çatal yardımıyla ezerek, püre haline getirin.Yumurta, rendelenmiş beyaz peynir ve kabak, doğranmış yeşillikler, tam buğday unu, zeytinyağı, kalan 1/2 çay kaşığı tuz ve karabiberi ekleyin.Tüm malzemeyi karıştırdıktan sonra zeytinyağı ile yağladığınız fırın kabına aktarın. Üzerini bir spatula yardımıyla bastırarak, düzeltin.Önceden ısıtılmış 180 derece fırında, yaklaşık 50 dakika üzeri kızarana kadar pişirin.Fırından çıkan karnabahar mücverini dilimledikten sonra ayran ile birlikte servis edin. Afiyetler olsun!"
